unique ID,Primary archt/firm,Primary archt/firm[1][Name],Primary archt/firm[1][Role],Primary archt/firm[1][Type],Primary archt/firm[2][Name],Primary archt/firm[2][Role],Primary archt/firm[2][Type],Primary archt/firm[3][Name],Primary archt/firm[3][Role],Primary archt/firm[3][Type],Primary archt/firm[4][Name],Primary archt/firm[4][Role],Primary archt/firm[4][Type],Primary archt/firm[5][Name],Primary archt/firm[5][Role],Primary archt/firm[5][Type],Primary archt/firm_flag
9286,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9287,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9288,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9289,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9290,unidentified | contributor,,,,,,,,,,,,,,,,0
9291,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9292,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9293,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9294,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9295,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9296,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9297,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9298,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9299,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9300,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9301,C. A. Coughlin,C. A. Coughlin,contributor,person,,,,,,,,,,,,,0
9302,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9303,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9304,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9305,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9306,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9307,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9308,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9309,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9310,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9311,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9312,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9313,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9314,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9315,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9316,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9317,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9318,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9319,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9320,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9321,Homer L. Fry | landscape architect,Homer L. Fry,landscape architect,person,,,,,,,,,,,,,0
9322,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9323,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9324,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9325,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9326,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9327,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9328,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9329,Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,corporate,,,,,,,,,,,,,0
9330,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9331,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9332,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9333,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9334,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9335,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9336,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9337,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9338,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9339,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9340,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9341,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9342,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9343,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9344,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9345,Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,corporate,,,,,,,,,,,,,0
9346,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9347,Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,,,,,0
9348,Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,corporate,,,,,,,,,,,,,0
9349,Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,corporate,,,,,,,,,,,,,0
9350,Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,corporate,,,,,,,,,,,,,0
9351,unidentified | contributor,,,,,,,,,,,,,,,,0
9352,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9353,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9354,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9355,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9356,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9357,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9358,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9359,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9360,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9361,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9362,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9363,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9364,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9365,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9366,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9367,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9368,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9369,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9370,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9371,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9372,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9373,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9374,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9375,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9376,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9377,Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,corporate,,,,,,,,,,,,,0
9378,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9379,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9380,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9381,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9382,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9383,Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,corporate,,,,,,,,,,,,,0
9384,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9385,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9386,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9387,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9388,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9389,Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,corporate,,,,,,,,,,,,,0
9390,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9391,"Roberts, Allen & Helmke | associated architects; Ayres & Ayres | associated architects","Roberts, Allen & Helmke",associated architects,corporate,Ayres & Ayres,associated architects,corporate,,,,,,,,,,0
9392,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9393,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9394,Joseph Palle,Joseph Palle,contributor,person,,,,,,,,,,,,,0
9395,unidentified | contributor,,,,,,,,,,,,,,,,0
9396,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9397,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9398,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9399,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9400,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9401,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9402,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9403,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9404,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9405,Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,,,,,0
9406,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9407,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9408,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9409,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9410,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9411,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9412,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9413,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9414,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9415,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9416,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9417,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9418,Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,corporate,,,,,,,,,,,,,0
9419,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9420,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9421,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9422,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9423,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9424,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9425,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9426,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9427,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9428,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9429,Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,,,,,0
9430,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9431,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9432,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9433,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9434,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9435,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9436,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9437,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9438,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9439,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9440,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9441,unidentified | contributor,,,,,,,,,,,,,,,,0
9442,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9443,Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,,,,,0
9444,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9445,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9446,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9447,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9448,"Paul Garza, Jr. | engineering and surveying firm","Paul Garza, Jr.",engineering and surveying firm,person,,,,,,,,,,,,,0
9449,unidentified | contributor,,,,,,,,,,,,,,,,0
9450,Fansler,Fansler,contributor,person,,,,,,,,,,,,,0
9451,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9452,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9453,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9454,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9455,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9456,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9457,Wagner Woodruff Company,Wagner Woodruff Company,contributor,corporate,,,,,,,,,,,,,0
9458,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9459,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9460,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9461,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9462,Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,,,,,0
9463,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9464,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9465,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9466,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9467,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9468,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9469,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9470,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9471,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9472,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9473,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9474,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9475,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9476,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9477,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9478,Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,corporate,,,,,,,,,,,,,0
9479,J. E. Flanders,J. E. Flanders,contributor,corporate,,,,,,,,,,,,,0
9480,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9481,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9482,unidentified | contributor,,,,,,,,,,,,,,,,0
9483,unidentified | contributor,,,,,,,,,,,,,,,,0
9484,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9485,Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,corporate,,,,,,,,,,,,,0
9486,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9487,Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,corporate,,,,,,,,,,,,,0
9488,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9489,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9490,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9491,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9492,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9493,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9494,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9495,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9496,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9497,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9498,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9499,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9500,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9501,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9502,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9503,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9504,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9505,Robert M. Ayres,Robert M. Ayres,contributor,person,,,,,,,,,,,,,0
9506,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9507,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9508,Henry T. Phelps,Henry T. Phelps,contributor,person,,,,,,,,,,,,,0
9509,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9510,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9511,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9512,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9513,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9514,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9515,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9516,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9517,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9518,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9519,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9520,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9521,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9522,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9523,George Willis | architect; Emmett T. Jackson | architect,George Willis,architect,person,Emmett T. Jackson,architect,person,,,,,,,,,,0
9524,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9525,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9526,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9527,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9528,Homer M. Mathews and Associates | consulting engineer,Homer M. Mathews and Associates,consulting engineer,corporate,,,,,,,,,,,,,0
9529,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9530,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9531,Southwell Map Company,Southwell Map Company,contributor,corporate,,,,,,,,,,,,,0
9532,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9533,Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,,,,,0
9534,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9535,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9536,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9537,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9538,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9539,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9540,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9541,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9542,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9543,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9544,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9545,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9546,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9547,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9548,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9549,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9550,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9551,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9552,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9553,Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,corporate,,,,,,,,,,,,,0
9554,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9555,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9556,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9557,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9558,Atlee B. Ayres and Robert M. Ayres | architects,Atlee B. Ayres and Robert M. Ayres,architects,corporate,,,,,,,,,,,,,0
9559,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9560,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9561,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9562,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9563,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9564,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9565,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9566,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9567,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9568,unidentified | contributor,,,,,,,,,,,,,,,,0
9569,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9570,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9571,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
9572,Atlee B. Ayres | architect,Atlee B. Ayres,architect,person,,,,,,,,,,,,,0
9573,Ayres and Ayres | architects,Ayres and Ayres,architects,corporate,,,,,,,,,,,,,0
